Date,Open,High,Low,Close,Adj Close,Volume
2021-10-25,69900.0,70600.0,69500.0,70200.0,66807.7421875,10029621
2021-10-26,70600.0,71500.0,70400.0,71100.0,67664.2578125,10528252
2021-10-27,71000.0,71000.0,70000.0,70100.0,66712.578125,10295316
2021-10-28,69500.0,72200.0,69500.0,70700.0,67283.578125,20644902
2021-10-29,71200.0,71600.0,69700.0,69800.0,66427.0703125,17016151
2021-11-01,70200.0,70600.0,69900.0,69900.0,66522.234375,11503729
2021-11-02,70800.0,72200.0,70700.0,71500.0,68044.921875,16812570
2021-11-03,71700.0,71700.0,70100.0,70400.0,66998.0859375,12770428
2021-11-04,71200.0,71600.0,70500.0,70600.0,67188.4140625,11818987
2021-11-05,71600.0,71600.0,70200.0,70200.0,66807.7421875,12667743
2021-11-08,70400.0,70600.0,69800.0,70600.0,67188.4140625,11121981
2021-11-09,70300.0,71000.0,70100.0,70500.0,67093.25,11159589
2021-11-10,70300.0,70900.0,70200.0,70200.0,66807.7421875,9422009
2021-11-11,69900.0,70000.0,69600.0,69900.0,66522.234375,11489122
2021-11-12,70200.0,70900.0,69900.0,70600.0,67188.4140625,10087450
2021-11-15,71700.0,71900.0,70900.0,71400.0,67949.75,12420710
2021-11-16,71500.0,72000.0,71300.0,71300.0,67854.5859375,10919239
2021-11-17,71300.0,71600.0,70600.0,70700.0,67283.578125,11027606
2021-11-18,70700.0,71000.0,70200.0,70200.0,66807.7421875,10144957
2021-11-19,70400.0,71400.0,70100.0,71200.0,67759.4140625,11954728
2021-11-22,73300.0,75200.0,73000.0,74900.0,71280.625,27506623
2021-11-23,76000.0,76000.0,74500.0,75300.0,71661.2890625,22029195
2021-11-24,76000.0,76200.0,74100.0,74800.0,71185.453125,15652305
2021-11-25,75100.0,75100.0,73600.0,73700.0,70138.6171875,12559258
2021-11-26,73500.0,74100.0,72000.0,72300.0,68806.265625,13002242
2021-11-29,71700.0,73000.0,71400.0,72300.0,68806.265625,16682559
2021-11-30,73200.0,73900.0,70500.0,71300.0,67854.5859375,30364841
2021-12-01,72000.0,74800.0,71600.0,74400.0,70804.78125,21954856
2021-12-02,73900.0,75800.0,73800.0,75800.0,72137.140625,23652940
2021-12-03,75600.0,76000.0,74100.0,75600.0,71946.7890625,18330240
2021-12-06,75100.0,76700.0,74900.0,76300.0,72612.96875,16391250
2021-12-07,76100.0,77700.0,75600.0,77400.0,73659.8125,19232453
2021-12-08,78300.0,78600.0,77100.0,77400.0,73659.8125,21558340
2021-12-09,77400.0,78200.0,77000.0,78200.0,74421.1484375,21604528
2021-12-10,77400.0,77600.0,76800.0,76900.0,73183.984375,9155219
2021-12-13,77200.0,78300.0,76500.0,76800.0,73088.8046875,15038750
2021-12-14,76500.0,77200.0,76200.0,77000.0,73279.1328125,10976660
2021-12-15,76400.0,77600.0,76300.0,77600.0,73850.15625,9584939
2021-12-16,78500.0,78500.0,77400.0,77800.0,74040.4921875,11996128
2021-12-17,76800.0,78000.0,76800.0,78000.0,74230.8125,13108479
2021-12-20,77600.0,77800.0,76800.0,77100.0,73374.3125,11264375
2021-12-21,77900.0,78300.0,77500.0,78100.0,74325.984375,14245298
2021-12-22,78900.0,79400.0,78800.0,79400.0,75563.171875,17105892
2021-12-23,79800.0,80000.0,79300.0,79900.0,76039.0078125,13577498
2021-12-24,80200.0,80800.0,80200.0,80500.0,76610.0078125,12086380
2021-12-27,80600.0,80600.0,79800.0,80200.0,76324.5234375,10783368
2021-12-28,80200.0,80400.0,79700.0,80300.0,76419.6875,18226325
2021-12-29,80200.0,80200.0,78500.0,78800.0,75330.828125,19794795
2021-12-30,78900.0,79500.0,78100.0,78300.0,74852.8515625,14236700
2022-01-04,78800.0,79200.0,78300.0,78700.0,75235.21875,12427416
2022-01-05,78800.0,79000.0,76400.0,77400.0,73992.453125,25470640
2022-01-06,76700.0,77600.0,76600.0,76900.0,73514.4765625,12931954
2022-01-07,78100.0,78400.0,77400.0,78300.0,74852.8515625,15163757
2022-01-10,78100.0,78100.0,77100.0,78000.0,74566.03125,9947422
2022-01-11,78400.0,79000.0,78000.0,78900.0,75426.421875,13221123
2022-01-12,79500.0,79600.0,78600.0,78900.0,75426.421875,11000502
2022-01-13,79300.0,79300.0,77900.0,77900.0,74470.4453125,13889401
2022-01-14,77700.0,78100.0,77100.0,77300.0,73896.859375,10096725
2022-01-17,77600.0,77800.0,76900.0,77500.0,74088.0546875,8785122
2022-01-18,77600.0,77800.0,76600.0,77000.0,73610.0546875,9592788
2022-01-19,76500.0,76900.0,76100.0,76300.0,72940.8828125,10598290
2022-01-20,76200.0,76700.0,75900.0,76500.0,73132.078125,9708168
2022-01-21,75800.0,75800.0,74700.0,75600.0,72271.6953125,15774888
2022-01-24,75400.0,75800.0,74700.0,75100.0,71793.7109375,13691134
2022-01-25,74800.0,75000.0,73200.0,74000.0,70742.140625,17766704
2022-01-26,74000.0,74000.0,74000.0,74000.0,70742.140625,0
2022-01-27,73800.0,74000.0,71300.0,71300.0,68161.0078125,22274777
2022-01-28,71300.0,73700.0,71200.0,73300.0,70072.9609375,21367447
2022-02-03,74900.0,74900.0,73300.0,73300.0,70072.9609375,17744721
2022-02-04,74300.0,74600.0,73400.0,74000.0,70742.140625,12730034
2022-02-07,73500.0,73600.0,72400.0,73000.0,69786.1875,14240838
2022-02-08,73000.0,73000.0,73000.0,73000.0,69786.1875,0
